messagecode,meldeklasse,priority,kurztext_2,kurztext_3,kurztext_4
45103,I,yellow,CCTV: +1 Pегистратор недоступен,Поступило ДС 45103 CCTV: +1 Pегистратор недоступен,Более не активно ДС 45103 CCTV: +1 Pегистратор недоступен
45104,I,yellow,CCTV: +1 Неисправность регистратора,Поступило ДС 45104 CCTV: +1 Неисправность регистратора,Более не активно ДС 45104 CCTV: +1 Неисправность регистратора
45105,M,yellow,CCTV: +1 Жёсткий диск полный,Поступило ДС 45105 CCTV: +1 Жёсткий диск полный,Более не активно ДС 45105 CCTV: +1 Жёсткий диск полный
45106,D,ignore,CCTV: +1 Проверить жёсткий диск,Поступило ДС 45106 CCTV: +1 Проверить жёсткий диск,Более не активно ДС 45106 CCTV: +1 Проверить жёсткий диск
45107,D,ignore,CCTV: +1 Проверить камеры,Поступило ДС 45107 CCTV: +1 Проверить камеры,Более не активно ДС 45107 CCTV: +1 Проверить камеры
45160,C,green,СИП: +1 АЗВ,Поступило ДС 45160 СИП: +1 АЗВ,Более не активно ДС 45160 СИП: +1 АЗВ
45161,C,green,CCTV: +1 АЗВ бок. камера,Поступило ДС 45161 CCTV: +1 АЗВ бок. камера,Более не активно ДС 45161 CCTV: +1 АЗВ бок. камера
45201,D,ignore,CCTV: +2 Неисправность монитора,Поступило ДС 45201 CCTV: +2 Неисправность монитора,Более не активно ДС 45201 CCTV: +2 Неисправность монитора
45202,D,ignore,CCTV: +2 Неисправность модема,Поступило ДС 45202 CCTV: +2 Неисправность модема,Более не активно ДС 45202 CCTV: +2 Неисправность модема
45203,I,yellow,CCTV: +2 Pегистратор недоступен,Поступило ДС 45203 CCTV: +2 Pегистратор недоступен,Более не активно ДС 45203 CCTV: +2 Pегистратор недоступен
45204,I,yellow,CCTV: +2 Неисправность регистратора,Поступило ДС 45204 CCTV: +2 Неисправность регистратора,Более не активно ДС 45204 CCTV: +2 Неисправность регистратора
45205,M,yellow,CCTV: +2 Жёсткий диск полный,Поступило ДС 45205 CCTV: +2 Жёсткий диск полный,Более не активно ДС 45205 CCTV: +2 Жёсткий диск полный
45206,D,ignore,CCTV: +2 Проверить жёсткий диск,Поступило ДС 45206 CCTV: +2 Проверить жёсткий диск,Более не активно ДС 45206 CCTV: +2 Проверить жёсткий диск
45207,D,ignore,CCTV: +2 Проверить камеры,Поступило ДС 45207 CCTV: +2 Проверить камеры,Более не активно ДС 45207 CCTV: +2 Проверить камеры
45260,C,green,СИП: +2 АЗВ,Поступило ДС 45260 СИП: +2 АЗВ,Более не активно ДС 45260 СИП: +2 АЗВ
45261,C,green,СCTV: +2 АЗВ бок. камера,Поступило ДС 45261 СCTV: +2 АЗВ бок. камера,Более не активно ДС 45261 СCTV: +2 АЗВ бок. камера
45262,C,green,СИП: +2 АЗВ связь,Поступило ДС 45262 СИП: +2 АЗВ связь,Более не активно ДС 45262 СИП: +2 АЗВ связь
45360,C,green,СИП: +3 АЗВ Индикаторы,Поступило ДС 45360 СИП: +3 АЗВ Индикаторы,Более не активно ДС 45360 СИП: +3 АЗВ Индикаторы
45460,C,green,СИП: +4 АЗВ Индикаторы,Поступило ДС 45460 СИП: +4 АЗВ Индикаторы,Более не активно ДС 45460 СИП: +4 АЗВ Индикаторы
45560,C,green,СИП: +5 АЗВ Индикаторы,Поступило ДС 45560 СИП: +5 АЗВ Индикаторы,Более не активно ДС 45560 СИП: +5 АЗВ Индикаторы
45660,C,green,СИП: +6 АЗВ Индикаторы,Поступило ДС 45660 СИП: +6 АЗВ Индикаторы,Более не активно ДС 45660 СИП: +6 АЗВ Индикаторы
49001,A,red,БУКСА: +1 нет контроля нагрева букс,Поступило ДС 49001 БУКСА: +1 нет контроля нагрева букс,Более не активно ДС 49001 БУКСА: +1 нет контроля нагрева букс
49002,A,red,БУКСА: +2 нет контроля нагрева букс,Поступило ДС 49002 БУКСА: +2 нет контроля нагрева букс,Более не активно ДС 49002 БУКСА: +2 нет контроля нагрева букс
49003,A,red,БУКСА: +3 нет контроля нагрева букс,Поступило ДС 49003 БУКСА: +3 нет контроля нагрева букс,Более не активно ДС 49003 БУКСА: +3 нет контроля нагрева букс
49004,A,red,БУКСА: +4 нет контроля нагрева букс,Поступило ДС 49004 БУКСА: +4 нет контроля нагрева букс,Более не активно ДС 49004 БУКСА: +4 нет контроля нагрева букс
49005,A,red,БУКСА: +5 Нет контроля нагрева букс,Поступило ДС 49005 БУКСА: +5 Нет контроля нагрева букс,Более не активно ДС 49005 БУКСА: +5 Нет контроля нагрева букс
49006,A,red,БУКСА: +6 Нет контроля нагрева букс,Поступило ДС 49006 БУКСА: +6 Нет контроля нагрева букс,Более не активно ДС 49006 БУКСА: +6 Нет контроля нагрева букс
49101,C,green,БУКСА: +1 нагрев,Поступило ДС 49101 БУКСА: +1 нагрев,Более не активно ДС 49101 БУКСА: +1 нагрев
49102,C,green,БУКСА: +2 нагрев,Поступило ДС 49102 БУКСА: +2 нагрев,Более не активно ДС 49102 БУКСА: +2 нагрев
49103,C,green,БУКСА: +3 нагрев,Поступило ДС 49103 БУКСА: +3 нагрев,Более не активно ДС 49103 БУКСА: +3 нагрев
49104,C,green,БУКСА: +4 нагрев,Поступило ДС 49104 БУКСА: +4 нагрев,Более не активно ДС 49104 БУКСА: +4 нагрев
49105,C,green,БУКСА: +5 Нагрев,Поступило ДС 49105 БУКСА: +5 Нагрев,Более не активно ДС 49105 БУКСА: +5 Нагрев
49106,C,green,БУКСА: +6 нагрев,Поступило ДС 49106 БУКСА: +6 нагрев,Более не активно ДС 49106 БУКСА: +6 нагрев
49201,B,yellow,БУКСА: +1 перегрев,Поступило ДС 49201 БУКСА: +1 перегрев,Более не активно ДС 49201 БУКСА: +1 перегрев
49202,B,yellow,БУКСА: +2 перегрев,Поступило ДС 49202 БУКСА: +2 перегрев,Более не активно ДС 49202 БУКСА: +2 перегрев
49203,B,yellow,БУКСА: +3 перегрев,Поступило ДС 49203 БУКСА: +3 перегрев,Более не активно ДС 49203 БУКСА: +3 перегрев
49204,B,yellow,БУКСА: +4 перегрев,Поступило ДС 49204 БУКСА: +4 перегрев,Более не активно ДС 49204 БУКСА: +4 перегрев
49205,B,yellow,БУКСА: +5 перегрев,Поступило ДС 49205 БУКСА: +5 перегрев,Более не активно ДС 49205 БУКСА: +5 перегрев
49206,B,yellow,БУКСА: +6 перегрев,Поступило ДС 49206 БУКСА: +6 перегрев,Более не активно ДС 49206 БУКСА: +6 перегрев
49301,B,yellow,БУКСА: +1 перегрев,Поступило ДС 49301 БУКСА: +1 перегрев,Более не активно ДС 49301 БУКСА: +1 перегрев
49302,B,yellow,БУКСА: +2 перегрев,Поступило ДС 49302 БУКСА: +2 перегрев,Более не активно ДС 49302 БУКСА: +2 перегрев
49303,B,yellow,БУКСА: +3 перегрев,Поступило ДС 49303 БУКСА: +3 перегрев,Более не активно ДС 49303 БУКСА: +3 перегрев
49304,B,yellow,БУКСА: +4 перегрев,Поступило ДС 49304 БУКСА: +4 перегрев,Более не активно ДС 49304 БУКСА: +4 перегрев
49305,B,yellow,БУКСА: +5 перегрев,Поступило ДС 49305 БУКСА: +5 перегрев,Более не активно ДС 49305 БУКСА: +5 перегрев
49306,B,yellow,БУКСА: +6 Перегрев,Поступило ДС 49306 БУКСА: +6 Перегрев,Более не активно ДС 49306 БУКСА: +6 Перегрев
49401,D,ignore,+1 HLUE повышенная температура буксы колесной пары,Поступило ДС 49401 +1 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49401 +1 HLUE повышенная температура буксы колесной пары
49402,D,ignore,+2 HLUE повышенная температура буксы колесной пары,Поступило ДС 49402 +2 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49402 +2 HLUE повышенная температура буксы колесной пары
49403,D,ignore,+3 HLUE повышенная температура буксы колесной пары,Поступило ДС 49403 +3 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49403 +3 HLUE повышенная температура буксы колесной пары
49404,D,ignore,+4 HLUE повышенная температура буксы колесной пары,Поступило ДС 49404 +4 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49404 +4 HLUE повышенная температура буксы колесной пары
49405,D,ignore,+5 HLUE повышенная температура буксы колесной пары,Поступило ДС 49405 +5 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49405 +5 HLUE повышенная температура буксы колесной пары
49406,D,ignore,+6 HLUE повышенная температура буксы колесной пары,Поступило ДС 49406 +6 HLUE повышенная температура буксы колесной пары,Более не активно ДС 49406 +6 HLUE повышенная температура буксы колесной пары
49501,D,ignore,+1 HLUE  Недостаточный теплоотвод,Поступило ДС 49501 +1 HLUE  Недостаточный теплоотвод,Более не активно ДС 49501 +1 HLUE  Недостаточный теплоотвод
49502,D,ignore,+2 HLUE  Недостаточный теплоотвод,Поступило ДС 49502 +2 HLUE  Недостаточный теплоотвод,Более не активно ДС 49502 +2 HLUE  Недостаточный теплоотвод
49503,D,ignore,+3 HLUE  Недостаточный теплоотвод,Поступило ДС 49503 +3 HLUE  Недостаточный теплоотвод,Более не активно ДС 49503 +3 HLUE  Недостаточный теплоотвод
49504,D,ignore,+4 HLUE  Недостаточный теплоотвод,Поступило ДС 49504 +4 HLUE  Недостаточный теплоотвод,Более не активно ДС 49504 +4 HLUE  Недостаточный теплоотвод
49505,D,ignore,+5 HLUE  Недостаточный теплоотвод,Поступило ДС 49505 +5 HLUE  Недостаточный теплоотвод,Более не активно ДС 49505 +5 HLUE  Недостаточный теплоотвод
49506,D,ignore,+6 HLUE  Недостаточный теплоотвод,Поступило ДС 49506 +6 HLUE  Недостаточный теплоотвод,Более не активно ДС 49506 +6 HLUE  Недостаточный теплоотвод
49601,D,ignore,+1 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49601 +1 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49601 +1 HLUE  Показания датчика температуры недостоверны
49602,D,ignore,+2 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49602 +2 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49602 +2 HLUE  Показания датчика температуры недостоверны
49603,D,ignore,+3 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49603 +3 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49603 +3 HLUE  Показания датчика температуры недостоверны
49604,D,ignore,+4 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49604 +4 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49604 +4 HLUE  Показания датчика температуры недостоверны
49605,D,ignore,+5 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49605 +5 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49605 +5 HLUE  Показания датчика температуры недостоверны
49606,D,ignore,+6 HLUE  Показания датчика температуры недостоверны,Поступило ДС 49606 +6 HLUE  Показания датчика температуры недостоверны,Более не активно ДС 49606 +6 HLUE  Показания датчика температуры недостоверны
49701,D,ignore,+1 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49701 +1 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49701 +1 HLUE Тележка 1 Смещение модуля PT100
49702,D,ignore,+2 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49702 +2 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49702 +2 HLUE Тележка 1 Смещение модуля PT100
49703,D,ignore,+3 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49703 +3 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49703 +3 HLUE Тележка 1 Смещение модуля PT100
49704,D,ignore,+4 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49704 +4 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49704 +4 HLUE Тележка 1 Смещение модуля PT100
49705,D,ignore,+5 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49705 +5 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49705 +5 HLUE Тележка 1 Смещение модуля PT100
49706,D,ignore,+6 HLUE Тележка 1 Смещение модуля PT100,Поступило ДС 49706 +6 HLUE Тележка 1 Смещение модуля PT100,Более не активно ДС 49706 +6 HLUE Тележка 1 Смещение модуля PT100
49707,D,ignore,+1 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49707 +1 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49707 +1 HLUE Тележка 2 Смещение модуля PT100
49708,D,ignore,+2 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49708 +2 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49708 +2 HLUE Тележка 2 Смещение модуля PT100
49709,D,ignore,+3 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49709 +3 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49709 +3 HLUE Тележка 2 Смещение модуля PT100
49710,D,ignore,+4 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49710 +4 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49710 +4 HLUE Тележка 2 Смещение модуля PT100
49711,D,ignore,+5 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49711 +5 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49711 +5 HLUE Тележка 2 Смещение модуля PT100
49712,D,ignore,+6 HLUE Тележка 2 Смещение модуля PT100,Поступило ДС 49712 +6 HLUE Тележка 2 Смещение модуля PT100,Более не активно ДС 49712 +6 HLUE Тележка 2 Смещение модуля PT100
49800,M,yellow,БУКСА: невозможно заблокировать,Поступило ДС 49800 БУКСА: невозможно заблокировать,Более не активно ДС 49800 БУКСА: невозможно заблокировать
51000,D,ignore,Свет: необходимо ТО,Поступило ДС 51000 Свет: необходимо ТО,Более не активно ДС 51000 Свет: необходимо ТО
51100,C,green,Свет: +1  АЗВ правый буфер,Поступило ДС 51100 Свет: +1  АЗВ правый буфер,Более не активно ДС 51100 Свет: +1  АЗВ правый буфер
51101,C,green,Свет: +1  АЗВ левый буфер,Поступило ДС 51101 Свет: +1  АЗВ левый буфер,Более не активно ДС 51101 Свет: +1  АЗВ левый буфер
51102,C,green,Свет: +1  АЗВ прожектор,Поступило ДС 51102 Свет: +1  АЗВ прожектор,Более не активно ДС 51102 Свет: +1  АЗВ прожектор
51103,C,green,Свет: +1  АЗВ обогрева буф. фонарей,Поступило ДС 51103 Свет: +1  АЗВ обогрева буф. фонарей,Более не активно ДС 51103 Свет: +1  АЗВ обогрева буф. фонарей
51104,C,green,Свет: +1  АЗВ обогрева прожектора,Поступило ДС 51104 Свет: +1  АЗВ обогрева прожектора,Более не активно ДС 51104 Свет: +1  АЗВ обогрева прожектора
51105,M,yellow,Свет: +1 осигнализир. каб.в ручном режиме,В кабине +100 наружнее освещение в ручном режиме,В кабине +100 наружнее освещение в автоматическом режиме
51123,B,yellow,Свет: +1 нет контроля сигнал. каб.,Поступило ДС 51123 Свет: +1 нет контроля сигнал. каб.,Более не активно ДС 51123 Свет: +1 нет контроля сигнал. каб.
51200,C,green,Свет: +2  АЗВ правый буфер,Поступило ДС 51200 Свет: +2  АЗВ правый буфер,Более не активно ДС 51200 Свет: +2  АЗВ правый буфер
51201,C,green,Свет: +2  АЗВ левый буфер,Поступило ДС 51201 Свет: +2  АЗВ левый буфер,Более не активно ДС 51201 Свет: +2  АЗВ левый буфер
51202,C,green,Свет: +2  АЗВ прожектор,Поступило ДС 51202 Свет: +2  АЗВ прожектор,Более не активно ДС 51202 Свет: +2  АЗВ прожектор
51203,C,green,Свет: +2  АЗВ обогрева буф. фонарей,Поступило ДС 51203 Свет: +2  АЗВ обогрева буф. фонарей,Более не активно ДС 51203 Свет: +2  АЗВ обогрева буф. фонарей
51204,C,green,Свет: +2  АЗВ обогрева прожектора,Поступило ДС 51204 Свет: +2  АЗВ обогрева прожектора,Более не активно ДС 51204 Свет: +2  АЗВ обогрева прожектора
51205,M,yellow,Свет: +2 осигнализир. каб.в ручном режиме,В кабине +200 наружнее освещение в ручном режиме,В кабине +200 наружнее освещение в автоматическом режиме
51223,B,yellow,Свет: +2 нет контроля оссигнал. каб.,Поступило ДС 51223 Свет: +2 нет контроля оссигнал. каб.,Более не активно ДС 51223 Свет: +2 нет контроля оссигнал. каб.
51910,I,yellow,+1 включен вид сигнала 1 'Белый ночной сигнал'.,"В кабине +100 включен режим сигнализации 1 ""Белый ночной сигнал"".","В кабине +100 выключен режим сигнализации 1 ""Белый ночной сигнал""."
51911,I,yellow,+1 включен вид сигнала 2 'Соседний путь ночной'.,"В кабине +100 включен режим сигнализации 2 ""Соседний путь ночной"".","В кабине +100 выключен режим сигнализации 2 ""Соседний путь ночной""."
51912,I,yellow,+1 включен вид сигнала 3 'Соседний путь дневной'.,"В кабине +100 включен режим сигнализации 3 ""Соседний путь дневной"".","В кабине +100 выключен режим сигнализации 3 ""Соседний путь дневной""."
51913,I,yellow,+1 включен вид сигнала 4 'Выкл'.,"В кабине +100 включен режим сигнализации 4 ""Выкл"".","В кабине +100 выключен режим сигнализации 4 ""Выкл""."
51914,I,yellow,+1 включен вид сигнала 5 'Хвостовой огонь'.,"В кабине +100 включен режим сигнализации 5 ""Хвостовой огонь"".","В кабине +100 выключен режим сигнализации 5 ""Хвостовой огонь""."
51915,I,yellow,+1 включен вид сигнала 6 'Маневрирование'.,"В кабине +100 включен режим сигнализации 6 ""Маневрирование"".","В кабине +100 выключен режим сигнализации 6 ""Маневрирование""."
51916,I,yellow,+1 включен вид сигнала 7 'Красный сигнал (включение вручную)'.,"В кабине +100 включен режим сигнализации 7 ""Красный сигнал (включение вручную)"".","В кабине +100 выключен режим сигнализации 7 ""Красный сигнал (выключение вручную)""."
51917,I,yellow,+1 включен вид сигнала 8 'Белый сигнал (включение вручную)'.,"В кабине +100 включен режим сигнализации 8 ""Белый сигнал (включение вручную)"".","В кабине +100 выключен режим сигнализации 8 ""Белый сигнал (выключение вручную)""."
51918,I,yellow,+1 переключатель дальнего света в положении 'яркий свет',"В кабине +100 переключатель дальнего света в положении ""яркий свет""",В кабине +100 выключен режим дальнего света
51919,I,yellow,+1 переключатель дальнего света в положении 'тусклый свет',"В кабине +100 переключатель дальнего света в положении ""тусклый свет""",В кабине +100 выключен режим дальнего света
51920,I,yellow,+2 включен вид сигнала 1 'Белый ночной сигнал'.,"В кабине +200 включен режим сигнализации 1 ""Белый ночной сигнал"".","В кабине +200 выключен режим сигнализации 1 ""Белый ночной сигнал""."
51921,I,yellow,+2 включен вид сигнала 2 'Соседний путь ночной'.,"В кабине +200 включен режим сигнализации 2 ""Соседний путь ночной"".","В кабине +200 выключен режим сигнализации 2 ""Соседний путь ночной""."
51922,I,yellow,+2 включен вид сигнала 3 'Соседний путь дневной'.,"В кабине +200 включен режим сигнализации 3 ""Соседний путь дневной"".","В кабине +200 выключен режим сигнализации 3 ""Соседний путь дневной""."
51923,I,yellow,+2 включен вид сигнала 4 'Выкл'.,"В кабине +200 включен режим сигнализации 4 ""Выкл"".","В кабине +200 выключен режим сигнализации 4 ""Выкл""."
51924,I,yellow,+2 включен вид сигнала 5 'Хвостовой огонь'.,"В кабине +200 включен режим сигнализации 5 ""Хвостовой огонь"".","В кабине +200 выключен режим сигнализации 5 ""Хвостовой огонь""."
51925,I,yellow,+2 включен вид сигнала 6 'Маневрирование'.,"В кабине +200 включен режим сигнализации 6 ""Маневрирование"".","В кабине +200 выключен режим сигнализации 6 ""Маневрирование""."
51926,I,yellow,+2 включен вид сигнала 7 'Красный сигнал (включение вручную)'.,"В кабине +200 включен режим сигнализации 7 ""Красный сигнал (включение вручную)"".","В кабине +200 выключен режим сигнализации 7 ""Красный сигнал (выключение вручную)""."
51927,I,yellow,+2 включен вид сигнала 8 'Белый сигнал (включение вручную)'.,"В кабине +200 включен режим сигнализации 8 ""Белый сигнал (включение вручную)"".","В кабине +200 выключен режим сигнализации 8 ""Белый сигнал (выключение вручную)""."
51928,I,yellow,+2 переключатель дальнего света в положении 'яркий свет'.,"В кабине +200 переключатель дальнего света в положении ""яркий свет"".",В кабине +200 выключен режим дальнего света
51929,I,yellow,+2 переключатель дальнего света в положении 'тусклый свет'.,"В кабине +200 переключатель дальнего света в положении ""тусклый свет"".",В кабине +200 выключен режим дальнего света
52000,D,ignore,Свет: необходимо ТО,Поступило ДС 52000 Свет: необходимо ТО,Более не активно ДС 52000 Свет: необходимо ТО
52100,C,green,Свет: +1  АЗВ основн.освещ. салона,Поступило ДС 52100 Свет: +1  АЗВ основн.освещ. салона,Более не активно ДС 52100 Свет: +1  АЗВ основн.освещ. салона
52101,C,green,Свет: +1  АЗВ авар. освещ. салона,Поступило ДС 52101 Свет: +1  АЗВ авар. освещ. салона,Более не активно ДС 52101 Свет: +1  АЗВ авар. освещ. салона
52102,C,green,Свет: +1  АЗВ авар. освещ. каб.маш.,Поступило ДС 52102 Свет: +1  АЗВ авар. освещ. каб.маш.,Более не активно ДС 52102 Свет: +1  АЗВ авар. освещ. каб.маш.
52103,C,green,Свет: +1  АЗВ основн.освещ. салона,Поступило ДС 52103 Свет: +1  АЗВ основн.освещ. салона,Более не активно ДС 52103 Свет: +1  АЗВ основн.освещ. салона
52104,C,green,Свет: +1  АЗВ основн.освещ. каб.маш.,Поступило ДС 52104 Свет: +1  АЗВ основн.освещ. каб.маш.,Более не активно ДС 52104 Свет: +1  АЗВ основн.освещ. каб.маш.
52105,C,green,Свет: +1  АЗВ упр.осн.освещ. салона,Поступило ДС 52105 Свет: +1  АЗВ упр.осн.освещ. салона,Более не активно ДС 52105 Свет: +1  АЗВ упр.осн.освещ. салона
52106,C,green,Свет: +1  АЗВ упр. осн.освещ. салона,Поступило ДС 52106 Свет: +1  АЗВ упр. осн.освещ. салона,Более не активно ДС 52106 Свет: +1  АЗВ упр. осн.освещ. салона
52107,C,green,Свет: +1  АЗВ шкафа +115,Поступило ДС 52107 Свет: +1  АЗВ шкафа +115,Более не активно ДС 52107 Свет: +1  АЗВ шкафа +115
52123,B,yellow,Свет: +1 освещение салона выключено,Поступило ДС 52123 Свет: +1 освещение салона выключено,Более не активно ДС 52123 Свет: +1 освещение салона выключено
52124,B,yellow,Свет: +1 авар. освещение салона выключено,Поступило ДС 52124 Свет: +1 авар. освещение салона выключено,Более не активно ДС 52124 Свет: +1 авар. освещение салона выключено
52200,C,green,Свет: +2  АЗВ основн.освещ. салона,Поступило ДС 52200 Свет: +2  АЗВ основн.освещ. салона,Более не активно ДС 52200 Свет: +2  АЗВ основн.освещ. салона
52201,C,green,Свет: +2  АЗВ авар. освещ. салона,Поступило ДС 52201 Свет: +2  АЗВ авар. освещ. салона,Более не активно ДС 52201 Свет: +2  АЗВ авар. освещ. салона
52202,C,green,Свет: +2  АЗВ авар. освещ. каб.маш.,Поступило ДС 52202 Свет: +2  АЗВ авар. освещ. каб.маш.,Более не активно ДС 52202 Свет: +2  АЗВ авар. освещ. каб.маш.
52203,C,green,Свет: +2  АЗВ основн.освещ. салона,Поступило ДС 52203 Свет: +2  АЗВ основн.освещ. салона,Более не активно ДС 52203 Свет: +2  АЗВ основн.освещ. салона
52204,C,green,Свет: +2  АЗВ основн.освещ. каб.маш.,Поступило ДС 52204 Свет: +2  АЗВ основн.освещ. каб.маш.,Более не активно ДС 52204 Свет: +2  АЗВ основн.освещ. каб.маш.
52205,C,green,Свет: +2  АЗВ упр.осн.освещ. салона,Поступило ДС 52205 Свет: +2  АЗВ упр.осн.освещ. салона,Более не активно ДС 52205 Свет: +2  АЗВ упр.осн.освещ. салона
52206,C,green,Свет: +2  АЗВ упр. осн.освещ. Салона,Поступило ДС 52206 Свет: +2  АЗВ упр. осн.освещ. Салона,Более не активно ДС 52206 Свет: +2  АЗВ упр. осн.освещ. Салона
52207,C,green,Свет: +2  АЗВ шкафа +215,Поступило ДС 52207 Свет: +2  АЗВ шкафа +215,Более не активно ДС 52207 Свет: +2  АЗВ шкафа +215
52223,B,yellow,Свет: +2 освещение салона выключено,Поступило ДС 52223 Свет: +2 освещение салона выключено,Более не активно ДС 52223 Свет: +2 освещение салона выключено
52224,B,yellow,Свет: +2 авар. освещение салона выключено,Поступило ДС 52224 Свет: +2 авар. освещение салона выключено,Более не активно ДС 52224 Свет: +2 авар. освещение салона выключено
52300,C,green,Свет: +3  АЗВ основн.освещ. салона,Поступило ДС 52300 Свет: +3  АЗВ основн.освещ. салона,Более не активно ДС 52300 Свет: +3  АЗВ основн.освещ. салона
52301,C,green,Свет: +3  АЗВ основн.освещ. салона,Поступило ДС 52301 Свет: +3  АЗВ основн.освещ. салона,Более не активно ДС 52301 Свет: +3  АЗВ основн.освещ. салона
52302,C,green,Свет: +3  АЗВ основн.освещ. салона,Поступило ДС 52302 Свет: +3  АЗВ основн.освещ. салона,Более не активно ДС 52302 Свет: +3  АЗВ основн.освещ. салона
52303,C,green,Свет: +3  АЗВ основн.освещ. салона,Поступило ДС 52303 Свет: +3  АЗВ основн.освещ. салона,Более не активно ДС 52303 Свет: +3  АЗВ основн.освещ. салона
52400,C,green,Свет: +4  АЗВ основн.освещ. салона,Поступило ДС 52400 Свет: +4  АЗВ основн.освещ. салона,Более не активно ДС 52400 Свет: +4  АЗВ основн.освещ. салона
52401,C,green,Свет: +4  АЗВ основн.освещ. салона,Поступило ДС 52401 Свет: +4  АЗВ основн.освещ. салона,Более не активно ДС 52401 Свет: +4  АЗВ основн.освещ. салона
52402,C,green,Свет: +4  АЗВ основн.освещ. салона,Поступило ДС 52402 Свет: +4  АЗВ основн.освещ. салона,Более не активно ДС 52402 Свет: +4  АЗВ основн.освещ. салона
52403,C,green,Свет: +4  АЗВ основн.освещ. салона,Поступило ДС 52403 Свет: +4  АЗВ основн.освещ. салона,Более не активно ДС 52403 Свет: +4  АЗВ основн.освещ. салона
52500,C,green,Свет: +5  АЗВ основн.освещ. салона,Поступило ДС 52500 Свет: +5  АЗВ основн.освещ. салона,Более не активно ДС 52500 Свет: +5  АЗВ основн.освещ. салона
52501,C,green,Свет: +5  АЗВ основн.освещ. салона,Поступило ДС 52501 Свет: +5  АЗВ основн.освещ. салона,Более не активно ДС 52501 Свет: +5  АЗВ основн.освещ. салона
52502,C,green,Свет: +5  АЗВ основн.освещ. салона,Поступило ДС 52502 Свет: +5  АЗВ основн.освещ. салона,Более не активно ДС 52502 Свет: +5  АЗВ основн.освещ. салона
52503,C,green,Свет: +5  АЗВ основн.освещ. салона,Поступило ДС 52503 Свет: +5  АЗВ основн.освещ. салона,Более не активно ДС 52503 Свет: +5  АЗВ основн.освещ. салона
52600,C,green,Свет: +6  АЗВ основн.освещ. салона,Поступило ДС 52600 Свет: +6  АЗВ основн.освещ. салона,Более не активно ДС 52600 Свет: +6  АЗВ основн.освещ. салона
52601,C,green,Свет: +6  АЗВ основн.освещ. салона,Поступило ДС 52601 Свет: +6  АЗВ основн.освещ. салона,Более не активно ДС 52601 Свет: +6  АЗВ основн.освещ. салона
52602,C,green,Свет: +6  АЗВ основн.освещ. салона,Поступило ДС 52602 Свет: +6  АЗВ основн.освещ. салона,Более не активно ДС 52602 Свет: +6  АЗВ основн.освещ. салона
52603,C,green,Свет: +6  АЗВ основн.освещ. салона,Поступило ДС 52603 Свет: +6  АЗВ основн.освещ. салона,Более не активно ДС 52603 Свет: +6  АЗВ основн.освещ. салона
52910,I,yellow,+1 включено основное освещение пассажирского салона,В кабине +100 включено основное освещение пассажирского салона,В кабине +100 выключено основное освещение пассажирского салона
52911,I,yellow,+1 включено аварийное освещение пассажирского салона,В кабине +100 включено аварийное освещение пассажирского салона,В кабине +100 выключено аварийное освещение пассажирского салона
52920,I,yellow,+2 включено основное освещение пассажирского салона,В кабине +200 включено основное освещение пассажирского салона,В кабине +200 выключено основное освещение пассажирского салона
52921,I,yellow,+2 включено аварийное освещение пассажирского салона,В кабине +200 включено аварийное освещение пассажирского салона,В кабине +200 выключено аварийное освещение пассажирского салона
